4,DT Christian,"[0.21223233400000002, 0.21223233400000002]"
4,LH Ferguson,"[0.208238229, 0.208238229]"
4,BA Stokes,"[0.20919777166666664, 0.20919777166666664]"
4,DR Smith,"[0.24891441900000003, 0.24891441900000003]"
4,RA Jadeja,"[0.26850473983333334, 0.26850473983333334]"
4,P Kumar,"[0.23532762375, 0.23532762375]"
4,DS Kulkarni,"[0.26331886260000004, 0.26331886260000004]"
4,CR Woakes,"[0.269037707, 0.269037707]"
4,C de Grandhomme,"[0.22013771099999999, 0.22013771099999999]"
4,KH Pandya,"[0.2668335725, 0.2668335725]"
4,KV Sharma,"[0.251635221, 0.251635221]"
4,S Gopal,"[0.2576663913333333, 0.2576663913333333]"
4,R Vinay Kumar,"[0.2623197706666667, 0.2623197706666667]"
4,KA Pollard,"[0.21455746000000003, 0.21455746000000003]"
4,K Rabada,"[0.247583075, 0.247583075]"
4,M Ashwin,"[0.23228173, 0.23228173]"
4,CJ Anderson,"[0.2062217562, 0.2062217562]"
4,CR Brathwaite,"[0.2406325051428571, 0.2406325051428571]"
4,J Yadav,"[0.23876354766666666, 0.23876354766666666]"
4,S Nadeem,"[0.22892206324999997, 0.22892206324999997]"
4,Anureet Singh,"[0.23108998166666664, 0.23108998166666664]"
4,MP Stoinis,"[0.2663159235, 0.2663159235]"
