3,UT Khawaja,"[0.25534261725, 0.25534261725]"
3,JD Unadkat,"[0.19293497199999998, 0.19293497199999998]"
3,JJ Roy,"[0.18384438385714286, 0.18384438385714286]"
3,KD Karthik,"[0.229339248, 0.229339248]"
3,RA Jadeja,"[0.18807151583333334, 0.18807151583333334]"
3,SP Narine,"[0.198234495, 0.198234495]"
3,TA Boult,"[0.20788650633333336, 0.20788650633333336]"
3,SA Yadav,"[0.2416616795, 0.2416616795]"
3,DM Bravo,"[0.18784077450000003, 0.18784077450000003]"
3,NM Coulter-Nile,"[0.20431183466666666, 0.20431183466666666]"
3,PA Patel,"[0.21688675925, 0.21688675925]"
3,KV Sharma,"[0.21861971966666668, 0.21861971966666668]"
3,HH Pandya,"[0.24318904840000002, 0.24318904840000002]"
3,N Pooran,"[0.18311730133333334, 0.18311730133333334]"
3,AT Rayudu,"[0.2427312337142857, 0.2427312337142857]"
3,SS Tiwary,"[0.191518242, 0.191518242]"
3,KA Pollard,"[0.20297164662500003, 0.20297164662500003]"
3,RR Pant,"[0.21247859500000002, 0.21247859500000002]"
3,AD Mathews,"[0.25150437166666667, 0.25150437166666667]"
3,KK Nair,"[0.25916782450000003, 0.25916782450000003]"
3,SV Samson,"[0.2383634154, 0.2383634154]"
3,CR Brathwaite,"[0.23143784657142863, 0.23143784657142863]"
3,S Nadeem,"[0.21424178900000002, 0.21424178900000002]"
3,PJ Cummins,"[0.23793961566666666, 0.23793961566666666]"
3,I Sharma,"[0.20053475899999998, 0.20053475899999998]"
3,WP Saha,"[0.240927767, 0.240927767]"
3,VR Aaron,"[0.16906415266666666, 0.16906415266666666]"
3,DJG Sammy,"[0.22228648828571432, 0.22228648828571432]"
3,MM Sharma,"[0.1880928142, 0.1880928142]"
3,AR Patel,"[0.20042175583333333, 0.20042175583333333]"
4,A Nehra,"[0.14668711750000002, 0.14668711750000002]"
4,PV Tambe,"[0.10363586033333333, 0.10363586033333333]"
4,AF Milne,"[0.08486115325, 0.08486115325]"
4,S Aravind,"[0.1674688055, 0.1674688055]"
4,S Badree,"[0.091823609, 0.091823609]"
4,Sachin Baby,"[0.092639685, 0.092639685]"
4,YS Chahal,"[0.07452907700000001, 0.07452907700000001]"
4,Iqbal Abdulla,"[0.12236452000000002, 0.12236452000000002]"
4,P Negi,"[0.13844689225, 0.13844689225]"
4,TS Mills,"[0.0738524955, 0.0738524955]"
4,B Stanlake,"[0.1253649335, 0.1253649335]"
4,A Zampa,"[0.14426432760000002, 0.14426432760000002]"
4,MA Agarwal,"[0.15745900925, 0.15745900925]"
4,Imran Tahir,"[0.09677620583333331, 0.09677620583333331]"
4,JP Faulkner,"[0.14901458014285712, 0.14901458014285712]"
4,DS Kulkarni,"[0.092503114, 0.092503114]"
4,PP Chawla,"[0.11238925666666667, 0.11238925666666667]"
4,CR Woakes,"[0.08565164533333335, 0.08565164533333335]"
4,SL Malinga,"[0.11408887860000001, 0.11408887860000001]"
4,KH Pandya,"[0.1627515275, 0.1627515275]"
4,S Gopal,"[0.071345716, 0.071345716]"
4,R Vinay Kumar,"[0.12432482699999998, 0.12432482699999998]"
4,TG Southee,"[0.06697515557142857, 0.06697515557142857]"
4,Mohammed Shami,"[0.07961785433333333, 0.07961785433333333]"
4,BW Hilfenhaus,"[0.10144963650000001, 0.10144963650000001]"
4,CH Morris,"[0.1002986776, 0.1002986776]"
4,A Mishra,"[0.13211865475, 0.13211865475]"
4,Anureet Singh,"[0.11003629000000001, 0.11003629000000001]"
4,Sandeep Sharma,"[0.0899109174, 0.0899109174]"
