Batsman,Innings,Runs,Balls,Outs,Avg,SR,100s,50s,HS,Initial_Q,MakeItRelative,Remove_outliers,Semi_final_Q,Quantifier
SR Watson,8,126,115,8,15.8,109.6,0,0,47,0.136956522,30.43478261,30.43478261,39.95619319,0.199780966
AD Mathews,7,126,97,6,21,129.9,0,0,43,0.216494845,48.10996564,48.10996564,57.63137622,0.288156881
BRM Taylor,3,123,92,3,41,133.7,0,1,59,0.445652174,99.03381643,99.03381643,128.3285268,0.641642634
WTS Porterfield,5,120,112,4,30,107.1,0,0,47,0.267857143,59.52380952,59.52380952,68.5918196,0.342959098
KC Sangakkara,7,119,114,6,19.8,104.4,0,1,52,0.173976608,38.66146849,38.66146849,67.65391181,0.338269559
Mushfiqur Rahim,5,118,100,5,23.6,118,0,0,47,0.236,52.44444444,52.44444444,61.36132102,0.306806605
AD Poynter,5,118,93,5,23.6,126.9,0,1,57,0.253763441,56.39187575,56.39187575,85.30875232,0.426543762
HDRL Thirimanne,4,111,96,4,27.8,115.6,0,0,44,0.2890625,64.23611111,64.23611111,72.62402043,0.363120102
PW Borren,7,111,92,7,15.9,120.7,0,0,49,0.172360248,38.30227743,38.30227743,46.69018675,0.233450934
CJ Anderson,7,110,91,6,18.3,120.9,0,0,48,0.201465201,44.77004477,44.77004477,53.08238734,0.265411937
D Ramdin,8,105,74,5,21,141.9,0,1,55,0.283783784,63.06306306,63.06306306,90.99757188,0.454987859
MJ Guptill,7,105,107,7,15,98.1,0,0,32,0.140186916,31.15264798,31.15264798,39.08715679,0.195435784
Shafiqullah,3,103,71,2,51.5,145.1,0,1,51,0.725352113,161.1893584,0,27.78337531,0.138916877
Yuvraj Singh,5,100,102,5,20,98,0,1,60,0.196078431,43.57298475,43.57298475,71.12965981,0.355648299
Shahid Afridi,6,98,55,5,19.6,178.2,0,0,28,0.356363636,79.19191919,79.19191919,86.59746075,0.432987304
RR Rossouw,3,94,62,3,31.3,151.6,0,1,78,0.505376344,112.3058542,0,27.10327456,0.135516373
JE Root,5,92,94,5,18.4,97.9,0,0,32,0.195744681,43.49881797,43.49881797,50.45095902,0.252254795
Nasir Hossain,6,91,88,5,18.2,103.4,0,0,23,0.206818182,45.95959596,45.95959596,52.83617027,0.264180851
S Vesawkar,3,91,83,2,45.5,109.6,0,0,40,0.548192771,121.8206158,0,6.876574307,0.034382872
BJ Hodge,6,89,65,4,22.2,136.9,0,0,35,0.342307692,76.06837607,76.06837607,82.79381687,0.413969084
SP Khakurel,4,88,88,4,22,100,0,1,56,0.25,55.55555556,55.55555556,82.20542961,0.411027148
SK Raina,5,88,69,3,29.3,127.5,0,0,35,0.425120773,94.47128288,94.47128288,101.1211569,0.505605785
G Malla,4,88,75,4,22,117.3,0,0,48,0.293333333,65.18518519,65.18518519,71.83505924,0.359175296
P Khadka,4,83,78,4,20.8,106.4,0,0,41,0.266025641,59.11680912,59.11680912,65.38884942,0.326944247
AD Russell,11,81,73,8,10.1,111,0,0,24,0.13869863,30.82191781,30.82191781,36.94282461,0.184714123
CJ Jordan,6,80,58,4,20,137.9,0,0,27,0.344827586,76.62835249,76.62835249,82.67369254,0.413368463
PR Stirling,5,77,55,4,19.2,140,0,1,60,0.35,77.77777778,77.77777778,103.5964176,0.517982088
MS Dhoni,5,77,58,1,77,132.8,0,0,27,1.327586207,295.0191571,0,5.818639798,0.029093199
MR Swart,6,76,80,5,15.2,95,0,0,26,0.19,42.22222222,42.22222222,47.96529527,0.239826476
KJ O'Brien,5,76,44,3,25.3,172.7,0,0,41,0.575757576,127.9461279,0,5.743073048,0.028715365
E Chigumbura,3,75,36,1,75,208.3,0,1,53,2.083333333,462.962963,0,25.6675063,0.128337531
Mohammad Shahzad,3,74,71,3,24.7,104.2,0,1,68,0.34741784,77.20396453,77.20396453,102.7959041,0.51397952
Khurram Khan,3,73,72,3,24.3,101.4,0,0,31,0.337962963,75.10288066,75.10288066,80.61925345,0.403096267
Sarfraz Ahmed,2,72,65,1,72,110.8,0,1,71,1.107692308,246.1538462,0,25.44080605,0.12720403
JP Faulkner,4,70,69,2,35,101.4,0,0,41,0.507246377,112.7214171,0,5.289672544,0.026448363
Mahmudullah,6,68,58,3,22.7,117.2,0,0,33,0.390804598,86.84546616,86.84546616,91.9840052,0.459920026
Shaiman Anwar,3,68,53,3,22.7,128.3,0,0,32,0.427672956,95.03843466,95.03843466,100.1769737,0.500884869
RR Hendricks,3,67,73,3,22.3,91.8,0,0,49,0.305936073,67.98579401,67.98579401,73.04876631,0.365243832
H Masakadza,3,66,66,3,22,100,0,0,43,0.333333333,74.07407407,74.07407407,79.06147962,0.395307398
Mohammad Hafeez,6,66,87,5,13.2,75.9,0,0,19,0.151724138,33.7164751,33.7164751,38.70388064,0.193519403
S Dhawan,4,64,65,4,16,98.5,0,0,33,0.246153846,54.7008547,54.7008547,59.53712674,0.297685634
AM Rahane,4,62,58,4,15.5,106.9,0,0,32,0.267241379,59.38697318,59.38697318,64.07211172,0.320360559
Asghar Stanikzai,2,62,57,2,31,108.8,0,0,49,0.543859649,120.8576998,0,4.685138539,0.023425693
Mashrafe Mortaza,4,59,38,2,29.5,155.3,0,0,19,0.776315789,172.5146199,0,4.458438287,0.022292191
MM Ali,7,57,55,6,9.5,103.6,0,0,36,0.172727273,38.38383838,38.38383838,42.69114317,0.213455716
MS Chapman,3,56,60,3,18.7,93.3,0,0,38,0.311111111,69.13580247,69.13580247,73.3675405,0.366837703
Waqas Barkat,4,54,61,4,13.5,88.5,0,0,32,0.221311475,49.18032787,49.18032787,53.2609324,0.266304662
GC Wilson,4,54,60,3,18,90,0,0,35,0.3,66.66666667,66.66666667,70.7472712,0.353736356
SP Patil,3,53,57,3,17.7,93,0,0,30,0.30994152,68.87589344,68.87589344,72.88093122,0.364404656
Shoaib Malik,4,52,52,3,17.3,100,0,0,26,0.333333333,74.07407407,74.07407407,78.00354511,0.390017726
JDS Neesham,7,52,40,4,13,130,0,0,14,0.325,72.22222222,72.22222222,76.15169325,0.380758466
JA Morkel,5,51,37,5,10.2,137.8,0,0,18,0.275675676,61.26126126,61.26126126,65.11516554,0.325575828
Sabbir Rahman,4,50,63,3,16.7,79.4,0,0,26,0.264550265,58.78894768,58.78894768,62.56728521,0.312836426
BN Cooper,7,49,59,2,24.5,83.1,0,0,20,0.415254237,92.2787194,92.2787194,95.98149018,0.479907451
KMDN Kulasekara,5,49,34,3,16.3,144.1,0,0,31,0.480392157,106.7538126,0,3.702770781,0.018513854
Kamran Akmal,4,48,55,3,16,87.3,0,0,31,0.290909091,64.64646465,64.64646465,68.27366868,0.341368343
Sohaib Maqsood,5,45,44,3,15,102.3,0,0,21,0.340909091,75.75757576,75.75757576,79.15807954,0.395790398
JD Ryder,2,45,23,2,22.5,195.7,0,0,23,0.97826087,217.3913043,0,3.400503778,0.017002519
Saad Nasim,2,44,53,2,22,83,0,0,25,0.41509434,92.24318658,92.24318658,95.56812361,0.477840618
DM Bravo,2,44,35,2,22,125.7,0,0,30,0.628571429,139.6825397,0,3.324937028,0.016624685
JJ Atkinson,4,44,43,4,11,102.3,0,0,31,0.255813953,56.84754522,56.84754522,60.17248225,0.300862411
SCJ Broad,6,43,42,3,14.3,102.4,0,0,18,0.341269841,75.8377425,75.8377425,79.08711278,0.395435564
SC Williams,3,42,31,2,21,135.5,0,0,26,0.677419355,150.5376344,0,3.173803526,0.015869018
Irfan Ahmed,4,42,50,4,10.5,84,0,0,34,0.21,46.66666667,46.66666667,49.84047019,0.249202351
V Sibanda,3,41,40,2,20.5,102.5,0,0,16,0.5125,113.8888889,0,3.098236776,0.015491184
Sompal Kami,1,40,31,1,40,129,0,0,40,1.290322581,286.7383513,0,3.022670025,0.01511335
LD Chandimal,4,40,37,4,10,108.1,0,0,18,0.27027027,60.06006006,60.06006006,63.08273009,0.31541365
BR Dunk,3,39,33,3,13,118.2,0,0,23,0.393939394,87.54208754,87.54208754,90.48919082,0.452445954
Munir Dar,2,39,33,1,39,118.2,0,0,36,1.181818182,262.6262626,0,2.947103275,0.014735516
KDK Vithanage,1,38,26,1,38,146.2,0,0,38,1.461538462,324.7863248,0,2.871536524,0.014357683
Rohan Mustafa,3,37,35,1,37,105.7,0,0,20,1.057142857,234.9206349,0,2.795969773,0.013979849
CA Lynn,1,37,18,1,-,205.6,0,0,37,2.055555556,456.7901235,0,2.795969773,0.013979849
BCJ Cutting,2,35,22,2,17.5,159.1,0,0,29,0.795454545,176.7676768,0,2.644836272,0.013224181
T Maruma,2,35,23,1,-,152.2,0,0,22,1.52173913,338.1642512,0,2.644836272,0.013224181
Sagar Pun,4,35,47,4,8.8,74.5,0,0,13,0.186170213,41.37115839,41.37115839,44.01599466,0.220079973
C Munro,3,34,25,3,11.3,136,0,0,22,0.453333333,100.7407407,0,2.569269521,0.012846348
BJ Haddin,4,33,27,2,16.5,122.2,0,0,15,0.611111111,135.8024691,0,2.493702771,0.012468514
Sikandar Raza,3,32,34,3,10.7,94.1,0,0,13,0.31372549,69.7167756,69.7167756,72.13491162,0.360674558
SMSM Senanayake,3,30,21,1,30,142.9,0,0,17,1.428571429,317.4603175,0,2.267002519,0.011335013
Mudassar Bukhari,4,30,38,2,15,78.9,0,0,14,0.394736842,87.71929825,87.71929825,89.98630076,0.449931504
KA Pollard,2,29,28,2,14.5,103.6,0,0,16,0.517857143,115.0793651,0,2.191435768,0.010957179
TWM Latham,2,29,27,2,14.5,107.4,0,0,26,0.537037037,119.3415638,0,2.191435768,0.010957179
Amjad Javed,3,29,32,3,9.7,90.6,0,0,19,0.302083333,67.12962963,67.12962963,69.3210654,0.346605327
J Charles,3,27,29,3,9,93.1,0,0,16,0.310344828,68.96551724,68.96551724,71.00581951,0.355029098
Shamsur Rahman,4,27,31,4,6.8,87.1,0,0,22,0.217741935,48.38709677,48.38709677,50.42739904,0.252136995
Babar Hayat,4,26,34,4,6.5,76.5,0,0,20,0.191176471,42.48366013,42.48366013,44.44839565,0.222241978
Amjad Ali,3,26,29,3,8.7,89.7,0,0,20,0.298850575,66.41123883,66.41123883,68.37597434,0.341879872
Haseeb Amjad,4,25,24,1,25,104.2,0,0,12,1.041666667,231.4814815,0,1.889168766,0.009445844
SP Narine,4,25,23,1,25,108.7,0,0,12,1.086956522,241.5458937,0,1.889168766,0.009445844
Sohail Tanvir,2,25,18,2,12.5,138.9,0,0,14,0.694444444,154.3209877,0,1.889168766,0.009445844
LJ Wright,5,24,30,4,6,80,0,0,9,0.2,44.44444444,44.44444444,46.25804646,0.231290232
Awais Zia,2,23,28,1,23,82.1,0,0,20,0.821428571,182.5396825,0,1.738035264,0.008690176
AP Devcich,2,22,25,2,11,88,0,0,21,0.44,97.77777778,97.77777778,99.44024629,0.497201231
Aizaz Khan,3,22,32,1,22,68.8,0,0,21,0.6875,152.7777778,0,1.662468514,0.008312343
S Badree,3,22,31,1,22,71,0,0,14,0.709677419,157.7060932,0,1.662468514,0.008312343
Anas Khan,1,21,31,1,21,67.7,0,0,21,0.677419355,150.5376344,0,1.586901763,0.007934509
Nizakat Khan,3,21,26,3,7,80.8,0,0,12,0.269230769,59.82905983,59.82905983,61.41596159,0.307079808
Kamran Shazad,2,21,17,2,10.5,123.5,0,0,21,0.617647059,137.254902,0,1.586901763,0.007934509
Gulbadin Naib,1,21,22,1,21,95.5,0,0,21,0.954545455,212.1212121,0,1.586901763,0.007934509
Tanwir Afzal,4,20,30,4,5,66.7,0,0,11,0.166666667,37.03703704,37.03703704,38.54837205,0.19274186
MS Wade,1,19,10,1,-,190,0,0,19,1.9,422.2222222,0,1.435768262,0.007178841
WD Parnell,2,19,23,1,-,82.6,0,0,17,0.826086957,183.5748792,0,1.435768262,0.007178841
Karim Sadiq,2,18,30,2,9,60,0,0,10,0.3,66.66666667,66.66666667,68.02686818,0.340134341
Faizan Asif,3,18,22,2,9,81.8,0,0,11,0.409090909,90.90909091,90.90909091,92.26929242,0.461346462
Imran Tahir,2,17,10,1,-,170,0,0,9,1.7,377.7777778,0,1.284634761,0.006423174
Farhad Reza,3,16,21,3,5.3,76.2,0,0,9,0.253968254,56.43738977,56.43738977,57.64645778,0.288232289
Samiullah Shenwari,2,16,16,2,8,100,0,0,15,0.5,111.1111111,0,1.20906801,0.00604534
Mominul Haque,1,16,19,1,16,84.2,0,0,16,0.842105263,187.1345029,0,1.20906801,0.00604534
Wahab Riaz,1,16,20,1,16,80,0,0,16,0.8,177.7777778,0,1.20906801,0.00604534
EHSN Silva,2,16,22,1,16,72.7,0,0,13,0.727272727,161.6161616,0,1.20906801,0.00604534
NO Miller,1,15,18,1,-,83.3,0,0,15,0.833333333,185.1851852,0,1.133501259,0.005667506
Najeeb Tarakai,2,15,16,2,7.5,93.8,0,0,8,0.46875,104.1666667,0,1.133501259,0.005667506
BE Hendricks,2,15,15,1,15,100,0,0,12,1,222.2222222,0,1.133501259,0.005667506
Haris Sohail,2,14,21,2,7,66.7,0,0,11,0.333333333,74.07407407,74.07407407,75.13200858,0.375660043
IR Bell,1,13,17,1,13,76.5,0,0,13,0.764705882,169.9346405,0,0.982367758,0.004911839
Raza Hasan,1,13,13,1,-,100,0,0,13,1,222.2222222,0,0.982367758,0.004911839
KOA Powell,1,12,14,1,12,85.7,0,0,12,0.857142857,190.4761905,0,0.906801008,0.004534005
F Behardien,3,11,19,3,3.7,57.9,0,0,5,0.192982456,42.88499025,42.88499025,43.71622451,0.218581123
V Shetty,2,11,13,1,11,84.6,0,0,10,0.846153846,188.034188,0,0.831234257,0.004156171
NL McCullum,4,11,19,2,5.5,57.9,0,0,4,0.289473684,64.32748538,64.32748538,65.15871964,0.325793598
Sohag Gazi,1,11,20,1,11,55,0,0,11,0.55,122.2222222,0,0.831234257,0.004156171
S Prasanna,2,10,9,1,10,111.1,0,0,6,1.111111111,246.9135802,0,0.755667506,0.003778338
RA Jadeja,2,10,7,1,10,142.9,0,0,7,1.428571429,317.4603175,0,0.755667506,0.003778338
Mohammad Nabi,3,10,16,2,5,62.5,0,0,6,0.3125,69.44444444,69.44444444,70.20011195,0.35100056
SR Thompson,2,10,14,1,10,71.4,0,0,7,0.714285714,158.7301587,0,0.755667506,0.003778338
BA Stokes,3,9,10,3,3,90,0,0,5,0.3,66.66666667,66.66666667,67.34676742,0.336733837
CAK Walton,2,9,11,2,4.5,81.8,0,0,9,0.409090909,90.90909091,90.90909091,91.58919166,0.457945958
KD Mills,2,9,11,1,9,81.8,0,0,5,0.818181818,181.8181818,0,0.680100756,0.003400504
MC Sorensen,2,9,19,1,9,47.4,0,0,9,0.473684211,105.2631579,0,0.680100756,0.003400504
JC Tredwell,3,9,8,1,9,112.5,0,0,8,1.125,250,0,0.680100756,0.003400504
MA Starc,3,9,10,2,4.5,90,0,0,4,0.45,100,100,100.6801008,0.503400504
Ziaur Rahman,3,9,15,3,3,60,0,0,9,0.2,44.44444444,44.44444444,45.1245452,0.225622726
Nadeem Ahmed,3,8,16,1,8,50,0,0,5,0.5,111.1111111,0,0.604534005,0.00302267
T van der Gugten,1,8,11,1,8,72.7,0,0,8,0.727272727,161.6161616,0,0.604534005,0.00302267
AR Cusack,2,8,7,1,-,114.3,0,0,8,1.142857143,253.968254,0,0.604534005,0.00302267
JJ Roy,1,8,10,1,8,80,0,0,8,0.8,177.7777778,0,0.604534005,0.00302267
TA Boult,2,8,13,2,4,61.5,0,0,5,0.307692308,68.37606838,68.37606838,68.98060238,0.344903012
MA Carberry,1,7,7,1,7,100,0,0,7,1,222.2222222,0,0.528967254,0.002644836
JW Dernbach,3,7,7,2,3.5,100,0,0,5,0.5,111.1111111,0,0.528967254,0.002644836
NB Budayair,3,7,19,2,3.5,36.8,0,0,5,0.184210526,40.93567251,40.93567251,41.46463977,0.207323199
Anwar Ali,2,7,15,2,3.5,46.7,0,0,5,0.233333333,51.85185185,51.85185185,52.38081911,0.261904096
DW Steyn,3,6,7,1,6,85.7,0,0,5,0.857142857,190.4761905,0,0.453400504,0.002267003
PJ Hughes,1,6,8,1,6,75,0,0,6,0.75,166.6666667,0,0.453400504,0.002267003
DT Christian,2,6,4,1,6,150,0,0,6,1.5,333.3333333,0,0.453400504,0.002267003
B Bhandari,4,6,14,2,3,42.9,0,0,4,0.214285714,47.61904762,47.61904762,48.07244812,0.240362241
Najibullah Zadran,1,5,4,1,5,125,0,0,5,1.25,277.7777778,0,0.377833753,0.001889169
PM Seelaar,2,5,7,2,2.5,71.4,0,0,3,0.357142857,79.36507937,79.36507937,79.74291312,0.398714566
SP Gauchan,2,5,26,1,5,19.2,0,0,5,0.192307692,42.73504274,42.73504274,43.11287649,0.215564382
Nawroz Mangal,2,5,8,2,2.5,62.5,0,0,5,0.3125,69.44444444,69.44444444,69.8222782,0.349111391
SA Abbott,1,5,8,1,5,62.5,0,0,5,0.625,138.8888889,0,0.377833753,0.001889169
Arafat Sunny,1,5,6,1,5,83.3,0,0,5,0.833333333,185.1851852,0,0.377833753,0.001889169
AK Perera,1,4,8,1,4,50,0,0,4,0.5,111.1111111,0,0.302267003,0.001511335
JM Muirhead,2,4,8,1,4,50,0,0,3,0.5,111.1111111,0,0.302267003,0.001511335
NJ Reardon,1,4,8,1,4,50,0,0,4,0.5,111.1111111,0,0.302267003,0.001511335
Umar Gul,2,4,9,2,2,44.4,0,0,4,0.222222222,49.38271605,49.38271605,49.68498305,0.248424915
RJ Peterson,1,4,4,1,-,100,0,0,4,1,222.2222222,0,0.302267003,0.001511335
NJ Maddinson,1,4,6,1,4,66.7,0,0,4,0.666666667,148.1481481,0,0.302267003,0.001511335
SPD Smith,1,3,6,1,3,50,0,0,3,0.5,111.1111111,0,0.226700252,0.001133501
B Regmi,1,3,9,1,3,33.3,0,0,3,0.333333333,74.07407407,74.07407407,74.30077433,0.371503872
AT Rayudu,1,3,5,1,-,60,0,0,3,0.6,133.3333333,0,0.226700252,0.001133501
LV van Beek,3,3,12,2,1.5,25,0,0,1,0.125,27.77777778,27.77777778,28.00447803,0.14002239
GB Hogg,1,3,3,1,3,100,0,0,3,1,222.2222222,0,0.226700252,0.001133501
Zulfiqar Babar,1,3,4,1,-,75,0,0,3,0.75,166.6666667,0,0.226700252,0.001133501
PJ Cummins,1,3,7,1,3,42.9,0,0,3,0.428571429,95.23809524,95.23809524,95.46479549,0.477323977
TG Southee,1,2,3,1,2,66.7,0,0,2,0.666666667,148.1481481,0,0.151133501,0.000755668
A Bhattarai,1,2,3,1,2,66.7,0,0,2,0.666666667,148.1481481,0,0.151133501,0.000755668
Mirwais Ashraf,1,2,2,1,-,100,0,0,2,1,222.2222222,0,0.151133501,0.000755668
R Ashwin,1,2,2,1,-,100,0,0,2,1,222.2222222,0,0.151133501,0.000755668
AM Guruge,2,2,2,1,-,100,0,0,1,1,222.2222222,0,0.151133501,0.000755668
KJ Abbott,1,2,2,1,-,100,0,0,2,1,222.2222222,0,0.151133501,0.000755668
CR Woakes,1,2,2,1,2,100,0,0,2,1,222.2222222,0,0.151133501,0.000755668
TJ Murtagh,1,2,2,1,-,100,0,0,2,1,222.2222222,0,0.151133501,0.000755668
AF Milne,1,2,3,1,-,66.7,0,0,2,0.666666667,148.1481481,0,0.151133501,0.000755668
Najeeb Amar,1,2,9,1,2,22.2,0,0,2,0.222222222,49.38271605,49.38271605,49.53384955,0.247669248
BJ Watling,1,1,2,1,1,50,0,0,1,0.5,111.1111111,0,0.075566751,0.000377834
SD Parry,1,1,1,1,-,100,0,0,1,1,222.2222222,0,0.075566751,0.000377834
Mohammad Irfan,1,1,3,1,-,33.3,0,0,1,0.333333333,74.07407407,74.07407407,74.14964082,0.370748204
RP Magar,1,1,7,1,1,14.3,0,0,1,0.142857143,31.74603175,31.74603175,31.8215985,0.159107992
Dawlat Zadran,1,1,6,1,1,16.7,0,0,1,0.166666667,37.03703704,37.03703704,37.11260379,0.185563019
LL Tsotsobe,1,1,2,1,-,50,0,0,1,0.5,111.1111111,0,0.075566751,0.000377834
Shapoor Zadran,1,1,11,1,1,9.1,0,0,1,0.090909091,20.2020202,20.2020202,20.27758695,0.101387935
CJ Boyce,1,1,1,1,-,100,0,0,1,1,222.2222222,0,0.075566751,0.000377834
MAA Jamil,2,1,3,1,1,33.3,0,0,1,0.333333333,74.07407407,74.07407407,74.14964082,0.370748204
Al-Amin Hossain,1,1,5,1,1,20,0,0,1,0.2,44.44444444,44.44444444,44.5200112,0.222600056
HMRKB Herath,1,1,1,1,-,100,0,0,1,1,222.2222222,0,0.075566751,0.000377834
Saeed Ajmal,1,1,3,1,1,33.3,0,0,1,0.333333333,74.07407407,74.07407407,74.14964082,0.370748204
R McLaren,1,1,4,1,1,25,0,0,1,0.25,55.55555556,55.55555556,55.63112231,0.278155612
DE Bollinger,1,1,1,1,-,100,0,0,1,1,222.2222222,0,0.075566751,0.000377834
Umar Amin,1,0,3,1,0,0,0,0,0,0,0,0,0,0
SL Malinga,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Rubel Hossain,1,0,3,1,0,0,0,0,0,0,0,0,0,0
D Wiese,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Ahmed Raza,1,0,3,1,0,0,0,0,0,0,0,0,0,0
KD Shah,1,0,10,1,0,0,0,0,0,0,0,0,0,0
Abdur Razzak,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Aftab Alam,1,0,1,1,-,0,0,0,0,0,0,0,0,0
B Kumar,1,0,1,1,-,0,0,0,0,0,0,0,0,0
DG Brownlie,1,0,2,1,0,0,0,0,0,0,0,0,0,0
NM Coulter-Nile,1,0,3,1,0,0,0,0,0,0,0,0,0,0
DL Vettori,1,0,3,1,0,0,0,0,0,0,0,0,0,0
Mithun Ali,1,0,1,1,0,0,0,0,0,0,0,0,0,0
