Batsman,Innings,Runs,Balls,Outs,Avg,SR,100s,50s,HS,Initial_Q,MakeItRelative,Remove_outliers,Semi_final_Q,Quantifier
MR Marsh,2,115,68,1,115,169.1,0,1,71,1.691176471,169.1176471,0,26.14973262,0.130748663
JW Wells,4,109,80,3,36.3,136.2,0,1,55,0.454166667,45.41666667,45.41666667,71.24554367,0.356227718
SM Whiteman,6,104,77,5,20.8,135.1,0,0,41,0.27012987,27.01298701,27.01298701,32.57448434,0.162872422
BA Stokes,5,100,72,5,20,138.9,0,1,50,0.277777778,27.77777778,27.77777778,53.12537136,0.265626857
SS Iyer,3,98,64,2,49,153.1,0,1,50,0.765625,76.5625,76.5625,101.8031417,0.509015709
MK Tiwary,3,98,61,2,49,160.7,0,0,40,0.803278689,80.32786885,80.32786885,85.56851056,0.427842553
HH Pandya,6,97,40,1,-,242.5,0,0,36,2.425,242.5,0,5.187165775,0.025935829
YK Pathan,4,97,69,2,48.5,140.6,0,1,59,0.702898551,70.28985507,70.28985507,95.47702085,0.477385104
BJ Rohrer,5,96,77,3,32,124.7,0,0,28,0.415584416,41.55844156,41.55844156,46.6921314,0.233460657
Yuvraj Singh,5,96,55,5,19.2,174.5,0,1,62,0.349090909,34.90909091,34.90909091,60.04278075,0.300213904
Tamim Iqbal,5,94,81,4,23.5,116,0,1,62,0.290123457,29.01234568,29.01234568,54.03908365,0.270195418
TM Head,4,93,72,3,31,129.2,0,0,30,0.430555556,43.05555556,43.05555556,48.02881759,0.240144088
JJ Peirson,6,92,64,6,15.3,143.8,0,0,44,0.239583333,23.95833333,23.95833333,28.87811943,0.144390597
J Botha,5,89,66,5,17.8,134.8,0,0,32,0.26969697,26.96969697,26.96969697,31.72905526,0.158645276
KS Williamson,1,89,50,1,89,178,0,1,89,1.78,178,0,24.75935829,0.123796791
AR Patel,6,88,75,5,17.6,117.3,0,0,44,0.234666667,23.46666667,23.46666667,28.17254902,0.140862745
KH Pandya,4,88,61,3,29.3,144.3,0,0,37,0.480874317,48.08743169,48.08743169,52.79331405,0.26396657
MP Stoinis,8,86,77,5,17.2,111.7,0,0,40,0.223376623,22.33766234,22.33766234,26.93659282,0.134682964
PJ Cummins,6,84,62,2,42,135.5,0,0,39,0.677419355,67.74193548,67.74193548,72.23391409,0.36116957
Imad Wasim,8,83,61,4,20.8,136.1,0,0,24,0.340163934,34.01639344,34.01639344,38.45489612,0.192274481
DA Miller,4,83,78,3,27.7,106.4,0,0,30,0.354700855,35.47008547,35.47008547,39.90858814,0.199542941
CS Delport,4,82,56,3,27.3,146.4,0,0,35,0.488095238,48.80952381,48.80952381,53.19455055,0.265972753
MN Samuels,5,81,67,4,20.2,120.9,0,0,37,0.302238806,30.2238806,30.2238806,34.5554314,0.172777157
NLTC Perera,7,80,61,5,16,131.1,0,0,28,0.262295082,26.2295082,26.2295082,30.50758306,0.152537915
SE Gotch,3,79,75,3,26.3,105.3,0,0,48,0.351111111,35.11111111,35.11111111,39.33571004,0.19667855
BJ Webster,4,76,57,3,25.3,133.3,0,1,67,0.444444444,44.44444444,44.44444444,68.50861557,0.342543078
SD Heazlett,4,75,48,4,18.8,156.2,0,0,39,0.390625,39.0625,39.0625,43.07319519,0.215365976
CH Morris,4,74,31,3,24.7,238.7,0,0,38,0.795698925,79.56989247,79.56989247,83.52711172,0.417635559
JM Vince,3,74,48,3,24.7,154.2,0,0,44,0.513888889,51.38888889,51.38888889,55.34610814,0.276730541
GD Elliott,7,74,79,6,12.3,93.7,0,0,26,0.156118143,15.61181435,15.61181435,19.5690336,0.097845168
RA Tripathi,3,74,45,3,24.7,164.4,0,0,33,0.548148148,54.81481481,54.81481481,58.77203407,0.29386017
NJ Maddinson,6,73,60,6,12.2,121.7,0,0,26,0.202777778,20.27777778,20.27777778,24.18152109,0.120907605
AJ Turner,5,72,53,4,18,135.8,0,0,20,0.339622642,33.96226415,33.96226415,37.81253153,0.189062658
STR Binny,5,69,60,3,23,115,0,0,18,0.383333333,38.33333333,38.33333333,42.02317291,0.210115865
Sohail Tanvir,6,68,66,3,22.7,103,0,0,36,0.343434343,34.34343434,34.34343434,37.97979798,0.18989899
TP Ludeman,3,68,59,3,22.7,115.3,0,0,29,0.384180791,38.4180791,38.4180791,42.05444273,0.210272214
Hussain Talat,2,67,51,1,67,131.4,0,1,56,1.31372549,131.372549,0,23.5828877,0.117914439
Shadab Khan,6,66,40,2,33,165,0,0,42,0.825,82.5,82.5,86.02941176,0.430147059
Mandeep Singh,5,64,64,5,12.8,100,0,0,28,0.2,20,20,23.42245989,0.117112299
TD Paine,5,64,73,5,12.8,87.7,0,0,41,0.175342466,17.53424658,17.53424658,20.95670647,0.104783532
MS Dhoni,5,61,70,4,15.2,87.1,0,0,28,0.217857143,21.78571429,21.78571429,25.04774637,0.125238732
DJ Hooda,5,59,42,3,19.7,140.5,0,0,16,0.468253968,46.82539683,46.82539683,49.98047704,0.249902385
KK Nair,4,58,56,4,14.5,103.6,0,0,33,0.258928571,25.89285714,25.89285714,28.99446142,0.144972307
Anwar Ali,5,57,44,3,19,129.5,0,0,20,0.431818182,43.18181818,43.18181818,46.22994652,0.231149733
WP Saha,5,56,48,5,11.2,116.7,0,0,25,0.233333333,23.33333333,23.33333333,26.32798574,0.131639929
Shakib Al Hasan,5,55,49,4,13.8,112.2,0,0,30,0.280612245,28.06122449,28.06122449,31.00240096,0.155012005
MJ Lumb,5,55,48,5,11,114.6,0,0,31,0.229166667,22.91666667,22.91666667,25.85784314,0.129289216
NV Ojha,3,54,40,2,27,135,0,0,34,0.675,67.5,67.5,70.38770053,0.351938503
Ishan Kishan,3,54,41,3,18,131.7,0,0,39,0.43902439,43.90243902,43.90243902,46.79013956,0.233950698
DT Christian,6,51,43,6,8.5,118.6,0,0,17,0.197674419,19.76744186,19.76744186,22.49471459,0.112473573
SA Abbott,5,51,40,3,17,127.5,0,0,33,0.425,42.5,42.5,45.22727273,0.226136364
JP Faulkner,4,50,43,3,16.7,116.3,0,0,25,0.387596899,38.75968992,38.75968992,41.43348671,0.207167434
RG Sharma,5,49,48,4,12.2,102.1,0,0,40,0.255208333,25.52083333,25.52083333,28.14115419,0.140705771
JR Dean,5,49,34,4,12.2,144.1,0,0,23,0.360294118,36.02941176,36.02941176,38.64973262,0.193248663
BW Hilfenhaus,7,49,43,5,9.8,114,0,0,32,0.227906977,22.79069767,22.79069767,25.41101853,0.127055093
AJ Tye,2,48,39,1,48,123.1,0,0,42,1.230769231,123.0769231,0,2.56684492,0.012834225
AC Agar,3,47,31,1,-,151.6,0,0,29,1.516129032,151.6129032,0,2.513368984,0.012566845
J Weatherald,4,46,41,4,11.5,112.2,0,0,14,0.280487805,28.04878049,28.04878049,30.50867354,0.152543368
Rafatullah Mohmand,3,46,37,3,15.3,124.3,0,0,18,0.414414414,41.44144144,41.44144144,43.90133449,0.219506672
Asif Ali,4,46,43,4,11.5,107,0,0,39,0.26744186,26.74418605,26.74418605,29.20407909,0.146020395
JD Wildermuth,4,43,29,4,10.8,148.3,0,0,29,0.370689655,37.06896552,37.06896552,39.36843076,0.196842154
CJ Jordan,6,43,46,2,21.5,93.5,0,0,16,0.467391304,46.73913043,46.73913043,49.03859568,0.245192978
RA Jadeja,2,42,35,1,42,120,0,0,23,1.2,120,0,2.245989305,0.011229947
CJ Anderson,2,41,25,1,-,164,0,0,39,1.64,164,0,2.192513369,0.010962567
Mahmudullah,3,37,26,1,37,142.3,0,0,29,1.423076923,142.3076923,0,1.978609626,0.009893048
CA Rose,3,37,22,1,37,168.2,0,0,28,1.681818182,168.1818182,0,1.978609626,0.009893048
AC Voges,3,36,23,1,36,156.5,0,0,20,1.565217391,156.5217391,0,1.92513369,0.009625668
BJ Dwarshuis,5,35,36,1,35,97.2,0,0,19,0.972222222,97.22222222,97.22222222,99.09387998,0.4954694
Sohaib Maqsood,5,35,38,4,8.8,92.1,0,0,30,0.230263158,23.02631579,23.02631579,24.89797354,0.124489868
MM Sharma,3,33,27,3,11,122.2,0,0,13,0.407407407,40.74074074,40.74074074,42.50544662,0.212527233
P Negi,3,33,28,2,16.5,117.9,0,0,13,0.589285714,58.92857143,58.92857143,60.69327731,0.303466387
EP Gulbis,4,33,30,5,6.6,110,0,0,22,0.22,22,22,23.76470588,0.118823529
AD Mathews,2,32,27,2,16,118.5,0,0,31,0.592592593,59.25925926,59.25925926,60.97048921,0.304852446
Haris Sohail,3,31,44,2,15.5,70.5,0,0,13,0.352272727,35.22727273,35.22727273,36.88502674,0.184425134
Wahab Riaz,5,31,37,4,7.8,83.8,0,0,23,0.209459459,20.94594595,20.94594595,22.60369996,0.1130185
BM Duckett,2,30,34,2,15,88.2,0,0,16,0.441176471,44.11764706,44.11764706,45.72192513,0.228609626
SA Yadav,4,29,28,4,7.2,103.6,0,0,17,0.258928571,25.89285714,25.89285714,27.44365928,0.137218296
C Munro,3,27,23,3,9,117.4,0,0,23,0.391304348,39.13043478,39.13043478,40.57428505,0.202871425
CP Tremain,1,27,17,1,-,158.8,0,0,27,1.588235294,158.8235294,0,1.443850267,0.007219251
MA Agarwal,3,26,27,3,8.7,96.3,0,0,20,0.320987654,32.09876543,32.09876543,33.48913976,0.167445699
Ankit Sharma,1,25,15,1,25,166.7,0,0,25,1.666666667,166.6666667,0,1.336898396,0.006684492
Aamer Yamin,2,25,26,2,12.5,96.2,0,0,25,0.480769231,48.07692308,48.07692308,49.41382147,0.247069107
Hasan Khan,4,25,26,3,8.3,96.2,0,0,16,0.320512821,32.05128205,32.05128205,33.38818045,0.166940902
Amad Butt,3,25,25,2,12.5,100,0,0,17,0.5,50,50,51.3368984,0.256684492
SM Ervine,1,24,19,1,24,126.3,0,0,24,1.263157895,126.3157895,0,1.28342246,0.006417112
Mohammad Amir,4,24,18,1,-,133.3,0,0,11,1.333333333,133.3333333,0,1.28342246,0.006417112
JS Lenton,2,23,22,2,11.5,104.5,0,0,16,0.522727273,52.27272727,52.27272727,53.5026738,0.267513369
Yasir Shah,2,23,23,2,11.5,100,0,0,22,0.5,50,50,51.22994652,0.256149733
Hasan Ali,5,23,10,3,7.7,230,0,0,10,0.766666667,76.66666667,76.66666667,77.89661319,0.389483066
Bipul Sharma,1,21,14,1,-,150,0,0,21,1.5,150,0,1.122994652,0.005614973
M Labuschagne,2,21,19,2,10.5,110.5,0,0,20,0.552631579,55.26315789,55.26315789,56.38615255,0.281930763
TT Bresnan,1,20,15,1,-,133.3,0,0,20,1.333333333,133.3333333,0,1.069518717,0.005347594
HWR Cartwright,2,20,29,1,20,69,0,0,13,0.689655172,68.96551724,68.96551724,70.03503596,0.35017518
Mohammad Nawaz (3),4,20,17,2,10,117.6,0,0,18,0.588235294,58.82352941,58.82352941,59.89304813,0.299465241
Shahzaib Hasan,2,19,16,2,9.5,118.8,0,0,19,0.59375,59.375,59.375,60.39104278,0.301955214
Saad Nasim,3,18,16,3,6,112.5,0,0,9,0.375,37.5,37.5,38.46256684,0.192312834
AP Tare,2,18,22,2,9,81.8,0,0,18,0.409090909,40.90909091,40.90909091,41.87165775,0.209358289
NM Lyon,3,18,19,1,18,94.7,0,0,9,0.947368421,94.73684211,94.73684211,95.69940895,0.478497045
Vishnu Vinod,2,16,17,2,8,94.1,0,0,9,0.470588235,47.05882353,47.05882353,47.9144385,0.239572193
R Bhatia,1,16,17,1,16,94.1,0,0,16,0.941176471,94.11764706,94.11764706,94.97326203,0.47486631
Sohail Khan,4,16,14,2,8,114.3,0,0,10,0.571428571,57.14285714,57.14285714,57.99847212,0.289992361
CJ McKay,2,15,14,1,15,107.1,0,0,8,1.071428571,107.1428571,0,0.802139037,0.004010695
Iftikhar Ahmed,3,15,25,3,5,60,0,0,14,0.2,20,20,20.80213904,0.104010695
CJ Green,2,15,15,1,15,100,0,0,14,1,100,100,100.802139,0.504010695
A Zampa,4,14,20,3,4.7,70,0,0,7,0.233333333,23.33333333,23.33333333,24.08199643,0.120409982
JL Pattinson,2,14,12,2,7,116.7,0,0,13,0.583333333,58.33333333,58.33333333,59.08199643,0.295409982
DL Chahar,1,14,6,1,14,233.3,0,0,14,2.333333333,233.3333333,0,0.748663102,0.003743316
CR Woakes,3,13,14,2,6.5,92.9,0,0,9,0.464285714,46.42857143,46.42857143,47.12375859,0.235618793
Basil Thampi,2,13,9,1,-,144.4,0,0,13,1.444444444,144.4444444,0,0.695187166,0.003475936
CJ Boyce,3,13,10,3,4.3,130,0,0,12,0.433333333,43.33333333,43.33333333,44.0285205,0.220142602
MG Neser,3,13,12,3,4.3,108.3,0,0,10,0.361111111,36.11111111,36.11111111,36.80629828,0.184031491
DJ Worrall,1,13,8,1,-,162.5,0,0,13,1.625,162.5,0,0.695187166,0.003475936
IS Sodhi,2,13,9,1,-,144.4,0,0,8,1.444444444,144.4444444,0,0.695187166,0.003475936
Reardon,1,12,9,1,12,133.3,0,0,12,1.333333333,133.3333333,0,0.64171123,0.003208556
SM Boland,5,11,12,2,5.5,91.7,0,0,8,0.458333333,45.83333333,45.83333333,46.42156863,0.232107843
SCJ Broad,1,11,4,1,-,275,0,0,11,2.75,275,0,0.588235294,0.002941176
AT Rayudu,1,10,12,1,10,83.3,0,0,10,0.833333333,83.33333333,83.33333333,83.86809269,0.419340463
DPMD Jayawardene,1,10,8,1,10,125,0,0,10,1.25,125,0,0.534759358,0.002673797
WA Agar,2,10,5,1,10,200,0,0,8,2,200,0,0.534759358,0.002673797
SB Harper,4,10,10,4,2.5,100,0,0,5,0.25,25,25,25.53475936,0.127673797
JC Silk,2,9,12,1,9,75,0,0,6,0.75,75,75,75.48128342,0.377406417
GB Hogg,2,9,12,1,-,75,0,0,9,0.75,75,75,75.48128342,0.377406417
PM Nevill,2,9,9,2,4.5,100,0,0,6,0.5,50,50,50.48128342,0.252406417
Rashid Khan,2,8,5,1,8,160,0,0,6,1.6,160,0,0.427807487,0.002139037
CR Brathwaite,3,8,11,3,2.7,72.7,0,0,6,0.242424242,24.24242424,24.24242424,24.67023173,0.123351159
F du Plessis,1,8,7,1,8,114.3,0,0,8,1.142857143,114.2857143,0,0.427807487,0.002139037
MA Beer,2,8,4,1,-,200,0,0,7,2,200,0,0.427807487,0.002139037
A Mishra,1,8,14,1,-,57.1,0,0,8,0.571428571,57.14285714,57.14285714,57.57066463,0.287853323
ND Buchanan,2,8,4,1,8,200,0,0,8,2,200,0,0.427807487,0.002139037
RJ Gibson,2,7,13,2,3.5,53.8,0,0,4,0.269230769,26.92307692,26.92307692,27.29740847,0.136487042
TS Mills,4,7,8,3,2.3,87.5,0,0,6,0.291666667,29.16666667,29.16666667,29.54099822,0.147704991
Sandeep Sharma,2,7,5,1,-,140,0,0,5,1.4,140,0,0.374331551,0.001871658
AB Dinda,1,7,7,1,7,100,0,0,7,1,100,100,100.3743316,0.501871658
TG Southee,1,7,3,1,7,233.3,0,0,7,2.333333333,233.3333333,0,0.374331551,0.001871658
P Kumar,1,7,7,1,-,100,0,0,7,1,100,100,100.3743316,0.501871658
A Choudhary,1,6,2,1,-,300,0,0,6,3,300,0,0.320855615,0.001604278
AD Russell,1,6,9,1,6,66.7,0,0,6,0.666666667,66.66666667,66.66666667,66.98752228,0.334937611
RR Emrit,1,6,9,1,-,66.7,0,0,6,0.666666667,66.66666667,66.66666667,66.98752228,0.334937611
S Badree,2,6,3,1,6,200,0,0,6,2,200,0,0.320855615,0.001604278
TL Lawford,2,6,10,1,6,60,0,0,4,0.6,60,60,60.32085561,0.301604278
S Aravind,2,6,9,1,6,66.7,0,0,6,0.666666667,66.66666667,66.66666667,66.98752228,0.334937611
AC Blizzard,1,5,11,1,5,45.5,0,0,5,0.454545455,45.45454545,45.45454545,45.72192513,0.228609626
DJ Willey,1,5,4,1,-,125,0,0,5,1.25,125,0,0.267379679,0.001336898
Usama Mir,2,5,3,1,5,166.7,0,0,4,1.666666667,166.6666667,0,0.267379679,0.001336898
Iqbal Abdulla,1,5,7,1,-,71.4,0,0,5,0.714285714,71.42857143,71.42857143,71.69595111,0.358479756
PSP Handscomb,2,5,9,2,2.5,55.6,0,0,3,0.277777778,27.77777778,27.77777778,28.04515746,0.140225787
MW Short,1,5,4,1,-,125,0,0,5,1.25,125,0,0.267379679,0.001336898
YS Chahal,2,4,9,1,4,44.4,0,0,3,0.444444444,44.44444444,44.44444444,44.65834819,0.223291741
Harbhajan Singh,2,4,4,1,-,100,0,0,3,1,100,100,100.2139037,0.501069519
JS Lehmann,1,4,8,1,4,50,0,0,4,0.5,50,50,50.21390374,0.251069519
JM Bird,2,4,9,1,-,44.4,0,0,2,0.444444444,44.44444444,44.44444444,44.65834819,0.223291741
B Kumar,1,4,3,1,-,133.3,0,0,4,1.333333333,133.3333333,0,0.213903743,0.001069519
Mohammad Irfan (4),4,4,6,2,2,66.7,0,0,3,0.333333333,33.33333333,33.33333333,33.54723708,0.167736185
VR Aaron,1,4,4,1,-,100,0,0,4,1,100,100,100.2139037,0.501069519
MT Steketee,3,3,5,2,1.5,60,0,0,3,0.3,30,30,30.16042781,0.150802139
Anamul Haque,1,3,9,1,3,33.3,0,0,3,0.333333333,33.33333333,33.33333333,33.49376114,0.167468806
RD Chahar,1,3,2,1,-,150,0,0,3,1.5,150,0,0.160427807,0.000802139
MJ Swepson,1,2,3,1,2,66.7,0,0,2,0.666666667,66.66666667,66.66666667,66.77361854,0.333868093
Umar Gul,1,2,3,1,2,66.7,0,0,2,0.666666667,66.66666667,66.66666667,66.77361854,0.333868093
Bilawal Bhatti,2,2,7,1,2,28.6,0,0,1,0.285714286,28.57142857,28.57142857,28.67838044,0.143391902
Khushdil Shah,1,2,6,1,2,33.3,0,0,2,0.333333333,33.33333333,33.33333333,33.4402852,0.167201426
Mohammad Nabi,1,2,3,1,2,66.7,0,0,2,0.666666667,66.66666667,66.66666667,66.77361854,0.333868093
KC Cariappa,2,2,7,2,1,28.6,0,0,1,0.142857143,14.28571429,14.28571429,14.39266616,0.071963331
Mohammad Sami,4,2,4,2,1,50,0,0,1,0.25,25,25,25.10695187,0.125534759
I Sharma,1,2,5,1,2,40,0,0,2,0.4,40,40,40.10695187,0.200534759
AF Milne,1,2,3,1,2,66.7,0,0,2,0.666666667,66.66666667,66.66666667,66.77361854,0.333868093
JD Unadkat,1,2,5,1,-,40,0,0,2,0.4,40,40,40.10695187,0.200534759
MN van Wyk,1,1,7,1,1,14.3,0,0,1,0.142857143,14.28571429,14.28571429,14.33919022,0.071695951
Imran Khalid,1,1,1,1,-,100,0,0,1,1,100,100,100.0534759,0.50026738
NJ Rimmington,1,1,1,1,-,100,0,0,1,1,100,100,100.0534759,0.50026738
Ghulam Mudassar,1,1,1,1,-,100,0,0,1,1,100,100,100.0534759,0.50026738
B Stanlake,1,1,2,1,-,50,0,0,1,0.5,50,50,50.05347594,0.25026738
Zulfiqar Babar,2,1,3,2,0.5,33.3,0,0,1,0.166666667,16.66666667,16.66666667,16.7201426,0.083600713
NJ Reardon,1,1,3,1,1,33.3,0,0,1,0.333333333,33.33333333,33.33333333,33.38680927,0.166934046
Sharjeel Khan,1,1,4,1,1,25,0,0,1,0.25,25,25,25.05347594,0.12526738
V Shankar,1,1,2,1,1,50,0,0,1,0.5,50,50,50.05347594,0.25026738
C de Grandhomme,2,1,4,2,0.5,25,0,0,1,0.125,12.5,12.5,12.55347594,0.06276738
