Batsman,Innings,Runs,Balls,Outs,Avg,SR,100s,50s,HS,Initial_Q,MakeItRelative,Remove_outliers,Semi_final_Q,Quantifier
Parvez Rasool,1,5,6,1,-,83.3,0,0,5,0.833333333,126.2626263,0,0.828729282,0.004143646
GD Phillips,1,5,11,1,5,45.5,0,0,5,0.454545455,68.87052342,68.87052342,69.6992527,0.348496263
J Mulder,1,5,5,1,-,100,0,0,5,1,151.5151515,0,0.828729282,0.004143646
Rubel Hossain,3,4,5,1,4,80,0,0,2,0.8,121.2121212,0,0.662983425,0.003314917
Imad Wasim,2,4,6,2,2,66.7,0,0,4,0.333333333,50.50505051,50.50505051,51.16803393,0.25584017
PJ Cummins,1,3,3,1,3,100,0,0,3,1,151.5151515,0,0.497237569,0.002486188
ST de Silva,2,3,7,2,1.5,42.9,0,0,3,0.214285714,32.46753247,32.46753247,32.96477004,0.16482385
MM Ali,2,3,5,1,3,60,0,0,2,0.6,90.90909091,90.90909091,91.40632848,0.457031642
L Ngidi,1,2,3,1,-,66.7,0,0,2,0.666666667,101.010101,0,0.331491713,0.001657459
Rashid Khan,2,2,3,1,-,66.7,0,0,1,0.666666667,101.010101,0,0.331491713,0.001657459
SL Malinga,3,2,7,1,2,28.6,0,0,1,0.285714286,43.29004329,43.29004329,43.621535,0.218107675
Imran Tahir,1,1,6,1,1,16.7,0,0,1,0.166666667,25.25252525,25.25252525,25.41827111,0.127091356
S Badree,1,1,3,1,-,33.3,0,0,1,0.333333333,50.50505051,50.50505051,50.67079636,0.253353982
GJ Thompson,2,1,5,2,0.5,20,0,0,1,0.1,15.15151515,15.15151515,15.31726101,0.076586305
TA Boult,1,1,1,1,-,100,0,0,1,1,151.5151515,0,0.165745856,0.000828729
L Ronchi,2,0,2,2,0,0,0,0,0,0,0,0,0,0
CJ Jordan,2,0,3,1,0,0,0,0,0,0,0,0,0,0
LE Plunkett,1,0,1,1,0,0,0,0,0,0,0,0,0,0
MD Shanaka,1,0,2,1,0,0,0,0,0,0,0,0,0,0
Mustafizur Rahman,1,0,4,1,-,0,0,0,0,0,0,0,0,0
AL Phehlukwayo,1,0,2,1,0,0,0,0,0,0,0,0,0,0
JA Richardson,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Q de Kock,1,0,4,1,0,0,0,0,0,0,0,0,0,0
AJ Tye,1,0,2,1,0,0,0,0,0,0,0,0,0,0
Hasan Ali,1,0,1,1,-,0,0,0,0,0,0,0,0,0
BJ McCarthy,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Mehedi Hasan Miraz,1,0,1,1,0,0,0,0,0,0,0,0,0,0
TS Mills,1,0,2,1,0,0,0,0,0,0,0,0,0,0
