Batsman,Innings,Runs,Balls,Outs,Avg,SR,100s,50s,HS,Initial_Q,MakeItRelative,Remove_outliers,Semi_final_Q,Quantifier
MR Marsh,5,71,56,3,23.7,126.8,0,0,35,0.422619048,86.24878523,86.24878523,89.56654224,0.447832711
Nizakat Khan,7,71,67,7,10.1,106,0,0,28,0.151385928,30.89508725,30.89508725,34.21284426,0.171064221
BA Stokes,7,68,43,6,11.3,158.1,0,0,15,0.263565891,53.78895744,53.78895744,56.96652754,0.284832638
Mashrafe Mortaza,10,67,49,8,8.4,136.7,0,0,22,0.170918367,34.88129946,34.88129946,38.01214058,0.190060703
DJ Bravo,6,67,73,5,13.4,91.8,0,0,28,0.183561644,37.46155997,37.46155997,40.59240109,0.202962005
Mohammad Usman,2,58,60,1,58,96.7,0,0,49,0.966666667,197.2789116,0,2.710280374,0.013551402
MM Ali,6,57,51,3,19,111.8,0,0,41,0.37254902,76.03041216,76.03041216,78.69396357,0.393469818
KJ O'Brien,5,56,60,4,14,93.3,0,0,23,0.233333333,47.61904762,47.61904762,50.23587005,0.25117935
CJ Chibhabha,5,56,56,5,11.2,100,0,0,20,0.2,40.81632653,40.81632653,43.43314896,0.217165745
SW Poynter,4,55,60,4,13.8,91.7,0,0,35,0.229166667,46.76870748,46.76870748,49.33880094,0.246694005
Nurul Hasan,5,54,43,3,18,125.6,0,0,30,0.418604651,85.42952065,85.42952065,87.95288513,0.439764426
KD Shah,6,54,56,5,10.8,96.4,0,0,29,0.192857143,39.35860058,39.35860058,41.88196507,0.209409825
Usman Ghani,4,54,63,4,13.5,85.7,0,0,42,0.214285714,43.73177843,43.73177843,46.25514291,0.231275715
D Wiese,4,53,42,2,26.5,126.2,0,0,28,0.630952381,128.765792,0,2.476635514,0.012383178
Mehran Khan,5,53,45,3,17.7,117.8,0,0,28,0.392592593,80.12093726,80.12093726,82.59757278,0.412987864
RR Rossouw,4,53,54,4,13.2,98.1,0,0,19,0.24537037,50.07558579,50.07558579,52.5522213,0.262761107
DSNFG Jayasuriya,7,52,56,7,7.4,92.9,0,0,27,0.132653061,27.07205331,27.07205331,29.50195985,0.147509799
BN Cooper,2,52,48,2,26,108.3,0,0,32,0.541666667,110.5442177,0,2.429906542,0.012149533
L Ronchi,7,51,39,5,10.2,130.8,0,0,21,0.261538462,53.37519623,53.37519623,55.7583738,0.278791869
Rashid Khan,5,49,36,2,24.5,136.1,0,0,15,0.680555556,138.8888889,0,2.289719626,0.011448598
Mohammad Naveed,8,49,54,5,9.8,90.7,0,0,12,0.181481481,37.03703704,37.03703704,39.32675666,0.196633783
Khalid Latif,2,49,48,2,24.5,102.1,0,0,46,0.510416667,104.1666667,0,2.289719626,0.011448598
CJ Jordan,5,48,51,4,12,94.1,0,0,15,0.235294118,48.01920768,48.01920768,50.26219834,0.251310992
DJ Willey,3,48,37,1,48,129.7,0,0,21,1.297297297,264.7545505,0,2.242990654,0.011214953
MK Pandey,2,48,36,1,48,133.3,0,0,48,1.333333333,272.1088435,0,2.242990654,0.011214953
S Bau,3,47,46,3,15.7,102.2,0,0,25,0.34057971,69.50606329,69.50606329,71.70232498,0.358511625
CJA Amini,3,47,48,3,15.7,97.9,0,0,24,0.326388889,66.60997732,66.60997732,68.80623901,0.344031195
R Ashwin,3,46,46,1,46,100,0,0,31,1,204.0816327,0,2.14953271,0.010747664
